11:37:25 [INFO] Opening target process: csgo.exe
17:59:34 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
17:59:34 [INFO] Found netvar: m_szCustomName => 0x303C
17:59:34 [INFO] Found netvar: m_szLastPlaceName => 0x35B4
17:59:34 [INFO] Found netvar: m_vecOrigin => 0x138
17:59:34 [INFO] Found netvar: m_vecVelocity => 0x114
17:59:34 [INFO] Found netvar: m_vecViewOffset => 0x108
17:59:34 [INFO] Found netvar: m_viewPunchAngle => 0x3020
17:59:34 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31D4
17:59:34 [INFO] Found netvar: m_clrRender => 0x70
17:59:34 [INFO] Found netvar: m_flC4Blow => 0x2990
17:59:34 [INFO] Found netvar: m_flTimerLength => 0x2994
17:59:34 [INFO] Found netvar: m_flDefuseLength => 0x29A8
17:59:34 [INFO] Found netvar: m_flDefuseCountDown => 0x29AC
17:59:34 [INFO] Found netvar: cs_gamerules_data => 0x0
17:59:34 [INFO] Found netvar: m_SurvivalRules => 0xD00
17:59:34 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1328
17:59:34 [INFO] Found netvar: m_bIsValveDS => 0x7C
17:59:34 [INFO] Found netvar: m_bFreezePeriod => 0x20
17:59:34 [INFO] Found netvar: m_bBombPlanted => 0x9A5
17:59:34 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
17:59:34 [INFO] Found netvar: m_flSimulationTime => 0x268
17:59:34 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x3A90
17:59:34 [INFO] Found netvar: m_angEyeAnglesX => 0xB37C
17:59:34 [INFO] Found netvar: m_angEyeAnglesY => 0xB380
17:59:34 [INFO] Found netvar: m_flNextAttack => 0x2D70
17:59:34 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
17:59:34 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28BC
17:59:34 [INFO] Found netvar: m_bStartedArming => 0x33F0
17:59:34 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
17:59:34 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
17:59:34 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
17:59:34 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
17:59:34 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
17:59:34 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
17:59:34 [INFO] Finished netvar scanning: 85/85 items successful
18:04:50 [INFO] Opening target process: csgo.exe
18:04:50 [INFO] Starting signature scanning: 57 items
18:04:50 [INFO] Found signature: dwClientState => 0x58EFE4
18:04:50 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
18:04:50 [INFO] Found signature: dwClientState_IsHLTV => 0x4D48
18:04:50 [INFO] Found signature: dwClientState_Map => 0x28C
18:04:50 [INFO] Found signature: dwClientState_MapDirectory => 0x188
18:04:50 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
18:04:50 [INFO] Found signature: dwClientState_PlayerInfo => 0x52C0
18:04:50 [INFO] Found signature: dwClientState_State => 0x108
18:04:50 [INFO] Found signature: dwClientState_ViewAngles => 0x4D90
18:04:50 [INFO] Found signature: clientstate_delta_ticks => 0x174
18:04:50 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D2C
18:04:50 [INFO] Found signature: clientstate_choked_commands => 0x4D30
18:04:50 [INFO] Found signature: clientstate_net_channel => 0x9C
18:04:50 [INFO] Found signature: dwEntityList => 0x4DA1F24
18:04:50 [INFO] Found signature: dwForceAttack => 0x31D3460
18:04:50 [INFO] Found signature: dwForceAttack2 => 0x31D346C
18:04:50 [INFO] Found signature: dwForceBackward => 0x31D349C
18:04:50 [INFO] Found signature: dwForceForward => 0x31D3478
18:04:50 [INFO] Found signature: dwForceJump => 0x524BE84
18:04:50 [INFO] Found signature: dwForceLeft => 0x31D3490
18:04:50 [INFO] Found signature: dwForceRight => 0x31D34B4
18:04:50 [INFO] Found signature: dwGameDir => 0x62D7F8
18:04:50 [INFO] Found signature: dwGameRulesProxy => 0x52BF16C
18:04:50 [INFO] Found signature: dwGetAllClasses => 0xDB1F8C
18:04:50 [INFO] Found signature: dwGlobalVars => 0x58ECE8
18:04:50 [INFO] Found signature: dwGlowObjectManager => 0x52EA520
18:04:50 [INFO] Found signature: dwInput => 0x51F3508
18:04:50 [INFO] Found signature: dwInterfaceLinkList => 0x945544
18:04:50 [INFO] Found signature: dwLocalPlayer => 0xD8A2BC
18:04:50 [INFO] Found signature: dwMouseEnable => 0xD8FE60
18:04:50 [INFO] Found signature: dwMouseEnablePtr => 0xD8FE30
18:04:50 [INFO] Found signature: dwPlayerResource => 0x31D17E0
18:04:50 [INFO] Found signature: dwRadarBase => 0x51D6C9C
18:04:50 [INFO] Found signature: dwSensitivity => 0xD8FCFC
18:04:50 [INFO] Found signature: dwSensitivityPtr => 0xD8FCD0
18:04:50 [INFO] Found signature: dwSetClanTag => 0x8A1A0
18:04:50 [INFO] Found signature: dwViewMatrix => 0x4D93824
18:04:50 [INFO] Found signature: dwWeaponTable => 0x51F3FC8
18:04:50 [INFO] Found signature: dwWeaponTableIndex => 0x325C
18:04:50 [INFO] Found signature: dwYawPtr => 0xD8FAC0
18:04:50 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xD94D60
18:04:50 [INFO] Found signature: dwbSendPackets => 0xD73EA
18:04:50 [INFO] Found signature: dwppDirect3DDevice9 => 0xA7050
18:04:50 [INFO] Found signature: m_pStudioHdr => 0x294C
18:04:50 [INFO] Found signature: m_yawClassPtr => 0xD8FAC0
18:04:50 [INFO] Found signature: m_pitchClassPtr => 0x51D6F38
18:04:50 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
18:04:50 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
18:04:50 [INFO] Found signature: m_bDormant => 0xED
18:04:50 [INFO] Found signature: model_ambient_min => 0x59205C
18:04:50 [INFO] Found signature: set_abs_angles => 0x1DF9C0
18:04:50 [INFO] Found signature: set_abs_origin => 0x1DF800
18:04:50 [INFO] Found signature: is_c4_owner => 0x3BA430
18:04:50 [INFO] Found signature: force_update_spectator_glow => 0x3AD962
18:04:50 [INFO] Found signature: anim_overlays => 0x2980
18:04:50 [INFO] Found signature: m_flSpawnTime => 0xA370
18:04:50 [INFO] Found signature: find_hud_element => 0x2840E320
18:04:50 [INFO] Finished signature scanning: 57/57 items successful
18:04:50 [INFO] Starting netvar scanning: 85 items
18:04:50 [INFO] Found netvar: m_ArmorValue => 0xB378
18:04:50 [INFO] Found netvar: m_Collision => 0x320
18:04:50 [INFO] Found netvar: m_CollisionGroup => 0x474
18:04:50 [INFO] Found netvar: m_Local => 0x2FBC
18:04:50 [INFO] Found netvar: m_MoveType => 0x25B
18:04:50 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31C4
18:04:50 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31C0
18:04:50 [INFO] Found netvar: m_aimPunchAngle => 0x302C
18:04:50 [INFO] Found netvar: m_aimPunchAngleVel => 0x3038
18:04:50 [INFO] Found netvar: m_bGunGameImmunity => 0x3944
18:04:50 [INFO] Found netvar: m_bHasDefuser => 0xB388
18:04:50 [INFO] Found netvar: m_bHasHelmet => 0xB36C
18:04:50 [INFO] Found netvar: m_bInReload => 0x3238
18:04:50 [INFO] Found netvar: m_bIsDefusing => 0x3930
18:04:50 [INFO] Found netvar: m_bIsScoped => 0x3928
18:04:50 [INFO] Found netvar: m_bSpotted => 0x93D
18:04:50 [INFO] Found netvar: m_bSpottedByMask => 0x980
18:04:50 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
18:04:50 [INFO] Found netvar: m_fAccuracyPenalty => 0x3330
18:04:50 [INFO] Found netvar: m_fFlags => 0x104
18:04:50 [INFO] Found netvar: m_flFallbackWear => 0x31D0
18:04:50 [INFO] Found netvar: m_flFlashDuration => 0xA420
18:04:50 [INFO] Found netvar: m_flFlashMaxAlpha => 0xA41C
18:04:50 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3238
18:04:50 [INFO] Found netvar: m_hActiveWeapon => 0x2EF8
18:04:50 [INFO] Found netvar: m_hMyWeapons => 0x2EF8
18:04:50 [INFO] Found netvar: m_hObserverTarget => 0x338C
18:04:50 [INFO] Found netvar: m_hOwner => 0x29CC
18:04:50 [INFO] Found netvar: m_hOwnerEntity => 0x14C
18:04:50 [INFO] Found netvar: m_iAccountID => 0x2FC8
18:04:50 [INFO] Found netvar: m_iClip1 => 0x3264
18:04:50 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
18:04:50 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
18:04:50 [INFO] Found netvar: m_iCrosshairId => 0xB388
18:04:50 [INFO] Found netvar: m_iEntityQuality => 0x2FAC
18:04:50 [INFO] Found netvar: m_iFOVStart => 0x31E8
18:04:50 [INFO] Found netvar: m_iFOV => 0x31E4
18:04:50 [INFO] Found netvar: m_iGlowIndex => 0xA420
18:04:50 [INFO] Found netvar: m_iHealth => 0x100
18:04:50 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FAA
18:04:50 [INFO] Found netvar: m_iItemIDHigh => 0x2FC0
18:04:50 [INFO] Found netvar: m_iObserverMode => 0x3378
18:04:50 [INFO] Found netvar: m_iShotsFired => 0xA390
18:04:50 [INFO] Found netvar: m_iState => 0x3258
18:04:50 [INFO] Found netvar: m_iTeamNum => 0xF4
18:04:50 [INFO] Found netvar: m_lifeState => 0x25F
18:04:50 [INFO] Found netvar: m_nFallbackPaintKit => 0x31C8
18:04:50 [INFO] Found netvar: m_nFallbackSeed => 0x31CC
18:04:50 [INFO] Found netvar: m_nFallbackStatTrak => 0x31D4
18:04:50 [INFO] Found netvar: m_nForceBone => 0x268C
18:04:50 [INFO] Found netvar: m_nTickBase => 0x3430
18:04:50 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
18:04:50 [INFO] Found netvar: m_szCustomName => 0x303C
18:04:50 [INFO] Found netvar: m_szLastPlaceName => 0x35B4
18:04:50 [INFO] Found netvar: m_vecOrigin => 0x138
18:04:50 [INFO] Found netvar: m_vecVelocity => 0x114
18:04:50 [INFO] Found netvar: m_vecViewOffset => 0x108
18:04:50 [INFO] Found netvar: m_viewPunchAngle => 0x3020
18:04:50 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31D4
18:04:50 [INFO] Found netvar: m_clrRender => 0x70
18:04:50 [INFO] Found netvar: m_flC4Blow => 0x2990
18:04:50 [INFO] Found netvar: m_flTimerLength => 0x2994
18:04:50 [INFO] Found netvar: m_flDefuseLength => 0x29A8
18:04:50 [INFO] Found netvar: m_flDefuseCountDown => 0x29AC
18:04:50 [INFO] Found netvar: cs_gamerules_data => 0x0
18:04:50 [INFO] Found netvar: m_SurvivalRules => 0xD00
18:04:50 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1328
18:04:50 [INFO] Found netvar: m_bIsValveDS => 0x7C
18:04:50 [INFO] Found netvar: m_bFreezePeriod => 0x20
18:04:50 [INFO] Found netvar: m_bBombPlanted => 0x9A5
18:04:50 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
18:04:50 [INFO] Found netvar: m_flSimulationTime => 0x268
18:04:50 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x3A90
18:04:50 [INFO] Found netvar: m_angEyeAnglesX => 0xB37C
18:04:50 [INFO] Found netvar: m_angEyeAnglesY => 0xB380
18:04:50 [INFO] Found netvar: m_flNextAttack => 0x2D70
18:04:50 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
18:04:50 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28BC
18:04:50 [INFO] Found netvar: m_bStartedArming => 0x33F0
18:04:50 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
18:04:50 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
18:04:50 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
18:04:50 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
18:04:50 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
18:04:50 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
18:04:50 [INFO] Finished netvar scanning: 85/85 items successful
15:52:13 [INFO] Opening target process: csgo.exe
15:52:13 [INFO] Starting signature scanning: 57 items
15:52:14 [INFO] Found signature: dwClientState => 0x58EFE4
15:52:14 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
15:52:14 [INFO] Found signature: dwClientState_IsHLTV => 0x4D48
15:52:14 [INFO] Found signature: dwClientState_Map => 0x28C
15:52:14 [INFO] Found signature: dwClientState_MapDirectory => 0x188
15:52:14 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
15:52:14 [INFO] Found signature: dwClientState_PlayerInfo => 0x52C0
15:52:14 [INFO] Found signature: dwClientState_State => 0x108
15:52:14 [INFO] Found signature: dwClientState_ViewAngles => 0x4D90
15:52:14 [INFO] Found signature: clientstate_delta_ticks => 0x174
15:52:14 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D2C
15:52:14 [INFO] Found signature: clientstate_choked_commands => 0x4D30
15:52:14 [INFO] Found signature: clientstate_net_channel => 0x9C
15:52:14 [INFO] Found signature: dwEntityList => 0x4DA1F24
15:52:14 [INFO] Found signature: dwForceAttack => 0x31D3460
15:52:14 [INFO] Found signature: dwForceAttack2 => 0x31D346C
15:52:14 [INFO] Found signature: dwForceBackward => 0x31D349C
15:52:14 [INFO] Found signature: dwForceForward => 0x31D3478
15:52:14 [INFO] Found signature: dwForceJump => 0x524BE84
15:52:14 [INFO] Found signature: dwForceLeft => 0x31D3490
15:52:14 [INFO] Found signature: dwForceRight => 0x31D34B4
15:52:14 [INFO] Found signature: dwGameDir => 0x62D7F8
15:52:14 [INFO] Found signature: dwGameRulesProxy => 0x52BF16C
15:52:14 [INFO] Found signature: dwGetAllClasses => 0xDB1F8C
15:52:14 [INFO] Found signature: dwGlobalVars => 0x58ECE8
15:52:14 [INFO] Found signature: dwGlowObjectManager => 0x52EA520
15:52:14 [INFO] Found signature: dwInput => 0x51F3508
15:52:14 [INFO] Found signature: dwInterfaceLinkList => 0x945544
15:52:14 [INFO] Found signature: dwLocalPlayer => 0xD8A2BC
15:52:14 [INFO] Found signature: dwMouseEnable => 0xD8FE60
15:52:14 [INFO] Found signature: dwMouseEnablePtr => 0xD8FE30
15:52:14 [INFO] Found signature: dwPlayerResource => 0x31D17E0
15:52:14 [INFO] Found signature: dwRadarBase => 0x51D6C9C
15:52:14 [INFO] Found signature: dwSensitivity => 0xD8FCFC
15:52:14 [INFO] Found signature: dwSensitivityPtr => 0xD8FCD0
15:52:14 [INFO] Found signature: dwSetClanTag => 0x8A1A0
15:52:14 [INFO] Found signature: dwViewMatrix => 0x4D93824
15:52:14 [INFO] Found signature: dwWeaponTable => 0x51F3FC8
15:52:14 [INFO] Found signature: dwWeaponTableIndex => 0x325C
15:52:14 [INFO] Found signature: dwYawPtr => 0xD8FAC0
15:52:14 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xD94D60
15:52:14 [INFO] Found signature: dwbSendPackets => 0xD73EA
15:52:14 [INFO] Found signature: dwppDirect3DDevice9 => 0xA7050
15:52:14 [INFO] Found signature: m_pStudioHdr => 0x294C
15:52:14 [INFO] Found signature: m_yawClassPtr => 0xD8FAC0
15:52:14 [INFO] Found signature: m_pitchClassPtr => 0x51D6F38
15:52:14 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
15:52:14 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
15:52:14 [INFO] Found signature: m_bDormant => 0xED
15:52:14 [INFO] Found signature: model_ambient_min => 0x59205C
15:52:14 [INFO] Found signature: set_abs_angles => 0x1DF9C0
15:52:14 [INFO] Found signature: set_abs_origin => 0x1DF800
15:52:14 [INFO] Found signature: is_c4_owner => 0x3BA430
15:52:14 [INFO] Found signature: force_update_spectator_glow => 0x3AD962
15:52:14 [INFO] Found signature: anim_overlays => 0x2980
15:52:14 [INFO] Found signature: m_flSpawnTime => 0xA370
15:52:14 [INFO] Found signature: find_hud_element => 0x2872E320
15:52:14 [INFO] Finished signature scanning: 57/57 items successful
15:52:14 [INFO] Starting netvar scanning: 85 items
15:52:14 [INFO] Found netvar: m_ArmorValue => 0xB378
15:52:14 [INFO] Found netvar: m_Collision => 0x320
15:52:14 [INFO] Found netvar: m_CollisionGroup => 0x474
15:52:14 [INFO] Found netvar: m_Local => 0x2FBC
15:52:14 [INFO] Found netvar: m_MoveType => 0x25B
15:52:14 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31C4
15:52:14 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31C0
15:52:14 [INFO] Found netvar: m_aimPunchAngle => 0x302C
15:52:14 [INFO] Found netvar: m_aimPunchAngleVel => 0x3038
15:52:14 [INFO] Found netvar: m_bGunGameImmunity => 0x3944
15:52:14 [INFO] Found netvar: m_bHasDefuser => 0xB388
15:52:14 [INFO] Found netvar: m_bHasHelmet => 0xB36C
15:52:14 [INFO] Found netvar: m_bInReload => 0x3238
15:52:14 [INFO] Found netvar: m_bIsDefusing => 0x3930
15:52:14 [INFO] Found netvar: m_bIsScoped => 0x3928
15:52:14 [INFO] Found netvar: m_bSpotted => 0x93D
15:52:14 [INFO] Found netvar: m_bSpottedByMask => 0x980
15:52:14 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
15:52:14 [INFO] Found netvar: m_fAccuracyPenalty => 0x3330
15:52:14 [INFO] Found netvar: m_fFlags => 0x104
15:52:14 [INFO] Found netvar: m_flFallbackWear => 0x31D0
15:52:14 [INFO] Found netvar: m_flFlashDuration => 0xA420
15:52:14 [INFO] Found netvar: m_flFlashMaxAlpha => 0xA41C
15:52:14 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3238
15:52:14 [INFO] Found netvar: m_hActiveWeapon => 0x2EF8
15:52:14 [INFO] Found netvar: m_hMyWeapons => 0x2EF8
15:52:14 [INFO] Found netvar: m_hObserverTarget => 0x338C
15:52:14 [INFO] Found netvar: m_hOwner => 0x29CC
15:52:14 [INFO] Found netvar: m_hOwnerEntity => 0x14C
15:52:14 [INFO] Found netvar: m_iAccountID => 0x2FC8
15:52:14 [INFO] Found netvar: m_iClip1 => 0x3264
15:52:14 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
15:52:14 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
15:52:14 [INFO] Found netvar: m_iCrosshairId => 0xB388
15:52:14 [INFO] Found netvar: m_iEntityQuality => 0x2FAC
15:52:14 [INFO] Found netvar: m_iFOVStart => 0x31E8
15:52:14 [INFO] Found netvar: m_iFOV => 0x31E4
15:52:14 [INFO] Found netvar: m_iGlowIndex => 0xA420
15:52:14 [INFO] Found netvar: m_iHealth => 0x100
15:52:14 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FAA
15:52:14 [INFO] Found netvar: m_iItemIDHigh => 0x2FC0
15:52:14 [INFO] Found netvar: m_iObserverMode => 0x3378
15:52:14 [INFO] Found netvar: m_iShotsFired => 0xA390
15:52:14 [INFO] Found netvar: m_iState => 0x3258
15:52:14 [INFO] Found netvar: m_iTeamNum => 0xF4
15:52:14 [INFO] Found netvar: m_lifeState => 0x25F
15:52:14 [INFO] Found netvar: m_nFallbackPaintKit => 0x31C8
15:52:14 [INFO] Found netvar: m_nFallbackSeed => 0x31CC
15:52:14 [INFO] Found netvar: m_nFallbackStatTrak => 0x31D4
15:52:14 [INFO] Found netvar: m_nForceBone => 0x268C
15:52:14 [INFO] Found netvar: m_nTickBase => 0x3430
15:52:14 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
15:52:14 [INFO] Found netvar: m_szCustomName => 0x303C
15:52:14 [INFO] Found netvar: m_szLastPlaceName => 0x35B4
15:52:14 [INFO] Found netvar: m_vecOrigin => 0x138
15:52:14 [INFO] Found netvar: m_vecVelocity => 0x114
15:52:14 [INFO] Found netvar: m_vecViewOffset => 0x108
15:52:14 [INFO] Found netvar: m_viewPunchAngle => 0x3020
15:52:14 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31D4
15:52:14 [INFO] Found netvar: m_clrRender => 0x70
15:52:14 [INFO] Found netvar: m_flC4Blow => 0x2990
15:52:14 [INFO] Found netvar: m_flTimerLength => 0x2994
15:52:14 [INFO] Found netvar: m_flDefuseLength => 0x29A8
15:52:14 [INFO] Found netvar: m_flDefuseCountDown => 0x29AC
15:52:14 [INFO] Found netvar: cs_gamerules_data => 0x0
15:52:14 [INFO] Found netvar: m_SurvivalRules => 0xD00
15:52:14 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1328
15:52:14 [INFO] Found netvar: m_bIsValveDS => 0x7C
15:52:14 [INFO] Found netvar: m_bFreezePeriod => 0x20
15:52:14 [INFO] Found netvar: m_bBombPlanted => 0x9A5
15:52:14 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
15:52:14 [INFO] Found netvar: m_flSimulationTime => 0x268
15:52:14 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x3A90
15:52:14 [INFO] Found netvar: m_angEyeAnglesX => 0xB37C
15:52:14 [INFO] Found netvar: m_angEyeAnglesY => 0xB380
15:52:14 [INFO] Found netvar: m_flNextAttack => 0x2D70
15:52:14 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
15:52:14 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28BC
15:52:14 [INFO] Found netvar: m_bStartedArming => 0x33F0
15:52:14 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
15:52:14 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
15:52:14 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
15:52:14 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
15:52:14 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
15:52:14 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
15:52:14 [INFO] Finished netvar scanning: 85/85 items successful
20:38:12 [INFO] Opening target process: csgo.exe
20:38:12 [INFO] Starting signature scanning: 57 items
20:38:12 [INFO] Found signature: dwClientState => 0x58EFE4
20:38:12 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
20:38:12 [INFO] Found signature: dwClientState_IsHLTV => 0x4D48
20:38:12 [INFO] Found signature: dwClientState_Map => 0x28C
20:38:12 [INFO] Found signature: dwClientState_MapDirectory => 0x188
20:38:12 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
20:38:12 [INFO] Found signature: dwClientState_PlayerInfo => 0x52C0
20:38:12 [INFO] Found signature: dwClientState_State => 0x108
20:38:12 [INFO] Found signature: dwClientState_ViewAngles => 0x4D90
20:38:12 [INFO] Found signature: clientstate_delta_ticks => 0x174
20:38:12 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D2C
20:38:12 [INFO] Found signature: clientstate_choked_commands => 0x4D30
20:38:12 [INFO] Found signature: clientstate_net_channel => 0x9C
20:38:12 [INFO] Found signature: dwEntityList => 0x4DA2F54
20:38:12 [INFO] Found signature: dwForceAttack => 0x31D44E4
20:38:12 [INFO] Found signature: dwForceAttack2 => 0x31D44F0
20:38:12 [INFO] Found signature: dwForceBackward => 0x31D449C
20:38:12 [INFO] Found signature: dwForceForward => 0x31D4508
20:38:12 [INFO] Found signature: dwForceJump => 0x524CEB4
20:38:12 [INFO] Found signature: dwForceLeft => 0x31D4490
20:38:12 [INFO] Found signature: dwForceRight => 0x31D44B4
20:38:12 [INFO] Found signature: dwGameDir => 0x62D7F8
20:38:12 [INFO] Found signature: dwGameRulesProxy => 0x52C019C
20:38:12 [INFO] Found signature: dwGetAllClasses => 0xDB2F8C
20:38:12 [INFO] Found signature: dwGlobalVars => 0x58ECE8
20:38:12 [INFO] Found signature: dwGlowObjectManager => 0x52EB558
20:38:12 [INFO] Found signature: dwInput => 0x51F4538
20:38:12 [INFO] Found signature: dwInterfaceLinkList => 0x9457A4
20:38:12 [INFO] Found signature: dwLocalPlayer => 0xD8B2BC
20:38:12 [INFO] Found signature: dwMouseEnable => 0xD90E60
20:38:12 [INFO] Found signature: dwMouseEnablePtr => 0xD90E30
20:38:13 [INFO] Found signature: dwPlayerResource => 0x31D2810
20:38:13 [INFO] Found signature: dwRadarBase => 0x51D7CCC
20:38:13 [INFO] Found signature: dwSensitivity => 0xD90CFC
20:38:13 [INFO] Found signature: dwSensitivityPtr => 0xD90CD0
20:38:13 [INFO] Found signature: dwSetClanTag => 0x8A1A0
20:38:13 [INFO] Found signature: dwViewMatrix => 0x4D94854
20:38:13 [INFO] Found signature: dwWeaponTable => 0x51F4FF8
20:38:13 [INFO] Found signature: dwWeaponTableIndex => 0x325C
20:38:13 [INFO] Found signature: dwYawPtr => 0xD90AC0
20:38:13 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xD95D60
20:38:13 [INFO] Found signature: dwbSendPackets => 0xD73EA
20:38:13 [INFO] Found signature: dwppDirect3DDevice9 => 0xA7050
20:38:13 [INFO] Found signature: m_pStudioHdr => 0x294C
20:38:13 [INFO] Found signature: m_yawClassPtr => 0xD90AC0
20:38:13 [INFO] Found signature: m_pitchClassPtr => 0x51D7F68
20:38:13 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
20:38:13 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
20:38:13 [INFO] Found signature: m_bDormant => 0xED
20:38:13 [INFO] Found signature: model_ambient_min => 0x59205C
20:38:13 [INFO] Found signature: set_abs_angles => 0x1DF9C0
20:38:13 [INFO] Found signature: set_abs_origin => 0x1DF800
20:38:13 [INFO] Found signature: is_c4_owner => 0x3BA430
20:38:13 [INFO] Found signature: force_update_spectator_glow => 0x3AD962
20:38:13 [INFO] Found signature: anim_overlays => 0x2980
20:38:13 [INFO] Found signature: m_flSpawnTime => 0xA370
20:38:13 [INFO] Found signature: find_hud_element => 0x27FFE320
20:38:13 [INFO] Finished signature scanning: 57/57 items successful
20:38:13 [INFO] Starting netvar scanning: 85 items
20:38:13 [INFO] Found netvar: m_ArmorValue => 0xB378
20:38:13 [INFO] Found netvar: m_Collision => 0x320
20:38:13 [INFO] Found netvar: m_CollisionGroup => 0x474
20:38:13 [INFO] Found netvar: m_Local => 0x2FBC
20:38:13 [INFO] Found netvar: m_MoveType => 0x25B
20:38:13 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31C4
20:38:13 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31C0
20:38:13 [INFO] Found netvar: m_aimPunchAngle => 0x302C
20:38:13 [INFO] Found netvar: m_aimPunchAngleVel => 0x3038
20:38:13 [INFO] Found netvar: m_bGunGameImmunity => 0x3944
20:38:13 [INFO] Found netvar: m_bHasDefuser => 0xB388
20:38:13 [INFO] Found netvar: m_bHasHelmet => 0xB36C
20:38:13 [INFO] Found netvar: m_bInReload => 0x3238
20:38:13 [INFO] Found netvar: m_bIsDefusing => 0x3930
20:38:13 [INFO] Found netvar: m_bIsScoped => 0x3928
20:38:13 [INFO] Found netvar: m_bSpotted => 0x93D
20:38:13 [INFO] Found netvar: m_bSpottedByMask => 0x980
20:38:13 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
20:38:13 [INFO] Found netvar: m_fAccuracyPenalty => 0x3330
20:38:13 [INFO] Found netvar: m_fFlags => 0x104
20:38:13 [INFO] Found netvar: m_flFallbackWear => 0x31D0
20:38:13 [INFO] Found netvar: m_flFlashDuration => 0xA420
20:38:13 [INFO] Found netvar: m_flFlashMaxAlpha => 0xA41C
20:38:13 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3238
